epoch;epsilon;loss;rouge;actual;pred;actions
192; 0.618;0.138221;0.285714; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
193; 0.616;0.108358;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,0,1}
194; 0.614;0.053966;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
195; 0.612;0.173362;0.714286; {min=-0.701, max=0.214}; {min=-0.401, max=0.728}; {0,1,0,1,0,1,1,0,0,1,1,0}
196; 0.610;0.089044;0.666667; {min=-0.647, max=0.314}; {min=-0.401, max=0.381}; {0,1,1,0,1,0,1,0,0,1,1,0}
197; 0.608;0.061343;0.240000; {min=-0.647, max=0.000}; {min=-0.401, max=0.518}; {0,1,1,0,1,0,0,1,1,0,0,1}
198; 0.606;0.069351;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,1,0}
199; 0.604;0.063061;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.307}; {0,1,1,0,0,1,1,0,0,1,1,0}
200; 0.602;0.053752;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,0,1}
201; 0.600;0.053953;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
202; 0.598;0.151644;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
203; 0.596;0.061327;0.240000; {min=-0.647, max=0.000}; {min=-0.401, max=0.518}; {0,1,1,0,1,0,0,1,1,0,0,1}
204; 0.594;0.089037;0.666667; {min=-0.647, max=0.314}; {min=-0.401, max=0.381}; {0,1,1,0,1,0,1,0,0,1,1,0}
205; 0.592;0.089416;0.428571; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,0,1}
206; 0.590;0.151623;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
207; 0.588;0.125152;0.240000; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,0,1}
208; 0.586;0.053938;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
209; 0.584;0.069334;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,1,0}
210; 0.582;0.050385;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.242}; {0,1,1,0,1,0,1,0,1,0,1,0}
211; 0.580;0.147296;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,1,0}
212; 0.578;0.151590;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
213; 0.576;0.147271;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,1,0}
214; 0.574;0.147258;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,1,0}
215; 0.572;0.108236;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,0,1}
216; 0.570;0.063051;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,1,0}
217; 0.568;0.138181;0.285714; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
218; 0.566;0.151546;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
219; 0.564;0.138175;0.285714; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,1,0}
220; 0.562;0.080028;0.000000; {min=-1.000, max=0.000}; {min=-0.483, max=0.186}; {1,0,0,1,1,0,0,1,1,0,1,0}
221; 0.560;0.050352;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.242}; {0,1,1,0,1,0,1,0,1,0,1,0}
222; 0.558;0.053909;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
223; 0.556;0.069301;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,1,0}
224; 0.554;0.050347;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,1,0}
225; 0.552;0.046443;0.714286; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,0,1}
226; 0.550;0.145551;0.560000; {min=-0.701, max=0.274}; {min=-0.401, max=0.584}; {0,1,0,1,1,0,1,0,0,1,1,0}
227; 0.548;0.053901;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
228; 0.546;0.210824;0.560000; {min=-1.000, max=0.299}; {min=-0.401, max=0.590}; {1,0,1,0,0,1,0,1,0,1,1,0}
229; 0.544;0.182247;0.482759; {min=-0.701, max=0.243}; {min=-0.461, max=0.452}; {0,1,0,1,1,0,0,1,0,1,1,0}
230; 0.542;0.053893;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
231; 0.540;0.206292;0.500000; {min=-0.701, max=0.214}; {min=-0.401, max=0.670}; {0,1,0,1,0,1,1,0,1,0,1,0}
232; 0.538;0.214602;0.307692; {min=-1.000, max=0.308}; {min=-0.484, max=0.166}; {1,0,0,1,1,0,0,1,0,1,1,0}
233; 0.536;0.045180;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,0,1}
234; 0.534;0.125119;0.240000; {min=-1.000, max=0.299}; {min=-0.401, max=0.293}; {1,0,1,0,0,1,0,1,1,0,0,1}
235; 0.532;0.063039;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,1,0}
236; 0.530;0.117846;0.285714; {min=-1.000, max=0.286}; {min=-0.401, max=0.293}; {1,0,0,1,0,1,1,0,1,0,1,0}
237; 0.528;0.053877;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
238; 0.526;0.053676;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,0,1}
239; 0.524;0.151435;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
240; 0.522;0.119508;0.560000; {min=-0.647, max=0.274}; {min=-0.401, max=0.584}; {0,1,1,0,1,0,0,1,0,1,1,0}
241; 0.520;0.151420;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
242; 0.518;0.053665;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,0,1}
243; 0.516;0.108088;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,0,1}
244; 0.514;0.053862;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
245; 0.512;0.045152;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,0,1}
246; 0.510;0.053860;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
247; 0.508;0.147041;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.518}; {0,1,0,1,1,0,1,0,1,0,1,0}
248; 0.506;0.051167;0.375000; {min=-0.701, max=0.157}; {min=-0.401, max=0.563}; {0,1,0,1,0,1,0,1,1,0,0,1}
249; 0.504;0.100136;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.518}; {0,1,1,0,1,0,0,1,1,0,1,0}
250; 0.502;0.189865;0.363636; {min=-1.000, max=0.364}; {min=-0.401, max=0.381}; {1,0,0,1,1,0,1,0,0,1,1,0}
251; 0.500;0.147005;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
252; 0.498;0.100113;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
253; 0.496;0.069242;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,1,0}
254; 0.494;0.053844;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
255; 0.492;0.053843;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
256; 0.490;0.053841;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
257; 0.488;0.050260;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,1,0}
258; 0.486;0.079983;0.000000; {min=-1.000, max=0.000}; {min=-0.484, max=0.185}; {1,0,0,1,1,0,0,1,1,0,1,0}
259; 0.484;0.138257;0.714286; {min=-0.647, max=0.214}; {min=-0.401, max=0.727}; {0,1,1,0,0,1,0,1,0,1,1,0}
260; 0.482;0.088972;0.666667; {min=-0.647, max=0.314}; {min=-0.401, max=0.381}; {0,1,1,0,1,0,1,0,0,1,1,0}
261; 0.480;0.143985;0.428571; {min=-0.701, max=0.214}; {min=-0.401, max=0.670}; {0,1,0,1,0,1,1,0,1,0,0,1}
262; 0.478;0.055409;0.560000; {min=-0.647, max=0.251}; {min=-0.401, max=0.381}; {0,1,1,0,1,0,1,0,0,1,0,1}
263; 0.476;0.053629;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,0,1}
264; 0.474;0.089208;0.428571; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,0,1}
265; 0.472;0.053826;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
266; 0.470;0.128322;0.285714; {min=-1.000, max=0.353}; {min=-0.401, max=0.242}; {1,0,1,0,0,1,1,0,1,0,0,1}
267; 0.468;0.053822;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
268; 0.466;0.053820;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,1,0}
269; 0.464;0.146911;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
270; 0.462;0.053616;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.270}; {0,1,1,0,0,1,1,0,1,0,0,1}
271; 0.460;0.073110;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,0,1}
272; 0.458;0.173079;0.714286; {min=-0.701, max=0.214}; {min=-0.401, max=0.727}; {0,1,0,1,0,1,1,0,0,1,1,0}
273; 0.456;0.130040;0.482759; {min=-1.000, max=0.286}; {min=-0.401, max=0.590}; {1,0,0,1,0,1,1,0,0,1,0,1}
274; 0.454;0.197754;0.560000; {min=-1.000, max=0.286}; {min=-0.401, max=0.590}; {1,0,0,1,0,1,1,0,0,1,1,0}
275; 0.452;0.100022;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
276; 0.450;0.053802;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
277; 0.448;0.053599;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
278; 0.446;0.050207;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,1,0}
279; 0.444;0.143899;0.428571; {min=-0.701, max=0.214}; {min=-0.401, max=0.670}; {0,1,0,1,0,1,1,0,1,0,0,1}
280; 0.442;0.069201;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,1,0}
281; 0.440;0.053593;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
282; 0.438;0.053591;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
283; 0.436;0.197755;0.560000; {min=-1.000, max=0.286}; {min=-0.401, max=0.590}; {1,0,0,1,0,1,1,0,0,1,1,0}
284; 0.434;0.151221;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
285; 0.432;0.107881;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,0,1}
286; 0.430;0.189875;0.363636; {min=-1.000, max=0.364}; {min=-0.401, max=0.380}; {1,0,0,1,1,0,1,0,0,1,1,0}
287; 0.428;0.071995;0.240000; {min=-0.701, max=0.000}; {min=-0.461, max=0.410}; {0,1,0,1,1,0,0,1,1,0,1,0}
288; 0.426;0.046420;0.714286; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,0,1}
289; 0.424;0.151191;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.670}; {0,1,1,0,0,1,0,1,1,0,1,0}
290; 0.422;0.205905;0.500000; {min=-0.701, max=0.214}; {min=-0.401, max=0.670}; {0,1,0,1,0,1,1,0,1,0,1,0}
291; 0.420;0.146753;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
292; 0.418;0.099935;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
293; 0.416;0.063009;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,1,0}
294; 0.414;0.189872;0.363636; {min=-1.000, max=0.364}; {min=-0.401, max=0.380}; {1,0,0,1,1,0,1,0,0,1,1,0}
295; 0.412;0.046417;0.714286; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,0,1}
296; 0.410;0.131877;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.209}; {1,0,1,0,1,0,1,0,1,0,0,1}
297; 0.408;0.107803;0.240000; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,0,1}
298; 0.406;0.050151;0.352941; {min=-0.647, max=0.000}; {min=-0.401, max=0.241}; {0,1,1,0,1,0,1,0,1,0,1,0}
299; 0.404;0.053757;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
300; 0.402;0.143133;0.482759; {min=-1.000, max=0.299}; {min=-0.401, max=0.590}; {1,0,1,0,0,1,0,1,0,1,0,1}
301; 0.400;0.151122;0.500000; {min=-0.647, max=0.198}; {min=-0.401, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
302; 0.398;0.146679;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
303; 0.396;0.073076;0.000000; {min=-1.000, max=0.000}; {min=-0.401, max=0.181}; {1,0,0,1,1,0,1,0,1,0,0,1}
304; 0.394;0.053747;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
305; 0.392;0.138158;0.714286; {min=-0.647, max=0.214}; {min=-0.401, max=0.727}; {0,1,1,0,0,1,0,1,0,1,1,0}
306; 0.390;0.053742;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
307; 0.388;0.063003;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.306}; {0,1,1,0,0,1,1,0,0,1,1,0}
308; 0.386;0.146644;0.285714; {min=-0.701, max=0.000}; {min=-0.401, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
309; 0.384;0.071917;0.240000; {min=-0.701, max=0.000}; {min=-0.462, max=0.409}; {0,1,0,1,1,0,0,1,1,0,1,0}
310; 0.382;0.053735;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
311; 0.380;0.053734;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
312; 0.378;0.053732;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
313; 0.376;0.099848;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
314; 0.374;0.053728;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
315; 0.372;0.053727;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
316; 0.370;0.062998;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
317; 0.368;0.056693;0.482759; {min=-0.647, max=0.212}; {min=-0.401, max=0.583}; {0,1,1,0,1,0,0,1,0,1,0,1}
318; 0.366;0.053722;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
319; 0.364;0.053518;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
320; 0.362;0.055394;0.560000; {min=-0.647, max=0.251}; {min=-0.401, max=0.380}; {0,1,1,0,1,0,1,0,0,1,0,1}
321; 0.360;0.053718;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
322; 0.358;0.053717;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
323; 0.356;0.099820;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
324; 0.354;0.062995;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
325; 0.352;0.053509;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
326; 0.350;0.053710;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
327; 0.348;0.053506;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
328; 0.346;0.053505;0.500000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
329; 0.344;0.099803;0.285714; {min=-0.647, max=0.000}; {min=-0.401, max=0.517}; {0,1,1,0,1,0,0,1,1,0,1,0}
330; 0.342;0.053704;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
331; 0.340;0.053702;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
332; 0.338;0.062992;0.833333; {min=-0.647, max=0.247}; {min=-0.401, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
333; 0.336;0.053699;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
334; 0.334;0.053697;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
335; 0.332;0.053695;0.600000; {min=-0.647, max=0.247}; {min=-0.401, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
336; 0.330;0.205644;0.500000; {min=-0.701, max=0.214}; {min=-0.401, max=0.669}; {0,1,0,1,0,1,1,0,1,0,1,0}
337; 0.328;0.138019;0.285714; {min=-1.000, max=0.299}; {min=-0.401, max=0.292}; {1,0,1,0,0,1,0,1,1,0,1,0}
338; 0.326;0.205618;0.500000; {min=-0.701, max=0.214}; {min=-0.401, max=0.669}; {0,1,0,1,0,1,1,0,1,0,1,0}
339; 0.324;0.206433;0.444444; {min=-1.000, max=0.444}; {min=-0.402, max=0.300}; {1,0,1,0,1,0,1,0,0,1,1,0}
340; 0.322;0.053678;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
341; 0.320;0.053677;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
342; 0.318;0.189872;0.363636; {min=-1.000, max=0.364}; {min=-0.402, max=0.380}; {1,0,0,1,1,0,1,0,0,1,1,0}
343; 0.316;0.069093;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
344; 0.314;0.053473;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
345; 0.312;0.088950;0.428571; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,0,1}
346; 0.310;0.062983;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
347; 0.308;0.053667;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
348; 0.306;0.053665;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
349; 0.304;0.050029;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
350; 0.302;0.046406;0.714286; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,0,1}
351; 0.300;0.053661;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
352; 0.298;0.045028;0.625000; {min=-0.647, max=0.198}; {min=-0.402, max=0.727}; {0,1,1,0,0,1,0,1,0,1,0,1}
353; 0.296;0.053459;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
354; 0.294;0.069084;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
355; 0.292;0.053657;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
356; 0.290;0.146406;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
357; 0.288;0.050014;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
358; 0.286;0.053452;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
359; 0.284;0.130730;0.600000; {min=-0.647, max=1.000}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
360; 0.282;0.053646;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
361; 0.280;0.150873;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
362; 0.278;0.069070;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.180}; {1,0,0,1,1,0,1,0,1,0,1,0}
363; 0.276;0.062976;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
364; 0.274;0.062976;0.833333; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,1,0}
365; 0.272;0.053637;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
366; 0.270;0.053635;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
367; 0.268;0.150848;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
368; 0.266;0.146332;0.285714; {min=-0.701, max=0.000}; {min=-0.402, max=0.517}; {0,1,0,1,1,0,1,0,1,0,1,0}
369; 0.264;0.053627;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
370; 0.262;0.053626;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
371; 0.260;0.117634;0.285714; {min=-1.000, max=0.286}; {min=-0.402, max=0.292}; {1,0,0,1,0,1,1,0,1,0,1,0}
372; 0.258;0.150816;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
373; 0.256;0.053618;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
374; 0.254;0.145016;0.560000; {min=-0.701, max=0.274}; {min=-0.402, max=0.583}; {0,1,0,1,1,0,1,0,0,1,1,0}
375; 0.252;0.053416;0.500000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,0,1}
376; 0.250;0.046400;0.714286; {min=-0.647, max=0.247}; {min=-0.402, max=0.305}; {0,1,1,0,0,1,1,0,0,1,0,1}
377; 0.248;0.053611;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
378; 0.246;0.053610;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
379; 0.244;0.049956;0.352941; {min=-0.647, max=0.000}; {min=-0.402, max=0.240}; {0,1,1,0,1,0,1,0,1,0,1,0}
380; 0.242;0.053607;0.600000; {min=-0.647, max=0.247}; {min=-0.402, max=0.269}; {0,1,1,0,0,1,1,0,1,0,1,0}
381; 0.240;0.150780;0.500000; {min=-0.647, max=0.198}; {min=-0.402, max=0.669}; {0,1,1,0,0,1,0,1,1,0,1,0}
382; 0.238;0.102636;0.000000; {min=-1.000, max=0.000}; {min=-0.402, max=0.208}; {1,0,1,0,1,0,0,1,1,0,1,0}
