epoch;epsilon;loss;rougeF1;rougeRecall;rougePrecision;actual;pred
173; 0.140; 0.022429; 0.560000; 0.500000; 0.636364; {min=-0.647, max=0.251}; {min=-0.653, max=0.212}
174; 0.135; 0.008583; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.646, max=0.269}
175; 0.130; 0.003884; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.652, max=0.250}
176; 0.125; 0.010686; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.650, max=0.253}
177; 0.120; 0.008210; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.651, max=0.249}
178; 0.115; 0.005883; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.651, max=0.249}
179; 0.110; 0.005258; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.650, max=0.246}
180; 0.105; 0.007543; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.649, max=0.249}
181; 0.100; 0.012377; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.642, max=0.264}
182; 0.095; 0.008842; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.646, max=0.256}
183; 0.090; 0.006232; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.643, max=0.256}
184; 0.085; 0.004412; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.649, max=0.242}
185; 0.080; 0.003594; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.648, max=0.241}
186; 0.075; 0.003845; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.645, max=0.255}
187; 0.070; 0.004950; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.644, max=0.252}
188; 0.065; 0.003973; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.643, max=0.260}
189; 0.060; 0.013177; 0.714286; 0.714286; 0.714286; {min=-0.701, max=0.214}; {min=-0.640, max=0.403}
190; 0.055; 0.085664; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.643, max=0.247}
191; 0.050; 0.191248; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.583, max=0.358}
192; 0.045; 0.096042; 0.666667; 0.500000; 1.000000; {min=-1.000, max=0.353}; {min=-0.547, max=0.229}
193; 0.040; 0.013410; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.605, max=0.395}
194; 0.035; 0.009435; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.632, max=0.328}
195; 0.030; 0.008961; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.644, max=0.311}
196; 0.025; 0.006430; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.652, max=0.304}
197; 0.020; 0.003655; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.659, max=0.299}
198; 0.015; 0.147739; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.664, max=0.291}
199; 0.010; 0.009740; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.628, max=0.318}
200; 0.005; 0.007894; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.643, max=0.285}
201; 0.000; 0.005637; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.657, max=0.294}
202; 0.000; 0.004308; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.663, max=0.297}
203; 0.000; 0.004755; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.666, max=0.307}
204; 0.000; 0.003347; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.668, max=0.301}
205; 0.000; 0.003210; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.671, max=0.298}
206; 0.000; 0.002507; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.674, max=0.295}
207; 0.000; 0.002446; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.673, max=0.259}
208; 0.000; 0.003124; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.263}
209; 0.000; 0.002338; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.275}
210; 0.000; 0.004235; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.676, max=0.289}
211; 0.000; 0.001511; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.253}
212; 0.000; 0.003041; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.673, max=0.255}
213; 0.000; 0.001005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.264}
214; 0.000; 0.003456; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.266}
215; 0.000; 0.003060; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.676, max=0.282}
216; 0.000; 0.002645; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.673, max=0.246}
217; 0.000; 0.002060; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.672, max=0.255}
218; 0.000; 0.001317; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.257}
219; 0.000; 0.001690; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.676, max=0.268}
220; 0.000; 0.001663; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.676, max=0.274}
221; 0.000; 0.002465; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.678, max=0.247}
222; 0.000; 0.001646; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.678, max=0.269}
223; 0.000; 0.002423; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.678, max=0.276}
224; 0.000; 0.002697; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.678, max=0.246}
225; 0.000; 0.001471; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.676, max=0.276}
226; 0.000; 0.001384; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.676, max=0.285}
227; 0.000; 0.001573; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.676, max=0.248}
228; 0.000; 0.000694; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.261}
229; 0.000; 0.000768; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.265}
230; 0.000; 0.001150; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.262}
231; 0.000; 0.000923; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.274}
232; 0.000; 0.000905; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.676, max=0.278}
233; 0.000; 0.000929; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.246}
234; 0.000; 0.000751; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.677, max=0.262}
235; 0.000; 0.001181; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.677, max=0.261}
236; 0.000; 0.000651; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.266}
237; 0.000; 0.000413; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.268}
238; 0.000; 0.000775; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.270}
239; 0.000; 0.000468; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.674, max=0.282}
240; 0.000; 0.000781; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.237}
241; 0.000; 0.000524; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.673, max=0.260}
242; 0.000; 0.000618; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.268}
243; 0.000; 0.000680; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.675, max=0.266}
244; 0.000; 0.000555; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.267}
245; 0.000; 0.000531; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.673, max=0.267}
246; 0.000; 0.000457; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.674, max=0.269}
247; 0.000; 0.000936; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.673, max=0.269}
248; 0.000; 0.251262; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.671, max=0.230}
249; 0.000; 0.095673; 0.666667; 0.500000; 1.000000; {min=-1.000, max=0.353}; {min=-0.640, max=0.105}
250; 0.000; 0.005236; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.656, max=0.402}
251; 0.000; 0.002267; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.679, max=0.345}
252; 0.000; 0.001480; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.690, max=0.305}
253; 0.000; 0.000894; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.698, max=0.292}
254; 0.000; 0.000634; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.283}
255; 0.000; 0.000687; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.267}
256; 0.000; 0.000601; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.265}
257; 0.000; 0.000630; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.261}
258; 0.000; 0.000430; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.266}
259; 0.000; 0.000444; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.263}
260; 0.000; 0.000265; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.263}
261; 0.000; 0.000354; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.706, max=0.257}
262; 0.000; 0.000273; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.261}
263; 0.000; 0.000365; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.257}
264; 0.000; 0.000253; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.256}
265; 0.000; 0.000200; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.706, max=0.257}
266; 0.000; 0.000202; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.257}
267; 0.000; 0.000195; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.258}
268; 0.000; 0.000166; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.257}
269; 0.000; 0.000132; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.258}
270; 0.000; 0.000299; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.707, max=0.256}
271; 0.000; 0.000192; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.257}
272; 0.000; 0.000142; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.255}
273; 0.000; 0.000170; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.254}
274; 0.000; 0.000169; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.251}
275; 0.000; 0.000044; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.254}
276; 0.000; 0.000079; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.252}
277; 0.000; 0.000167; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.252}
278; 0.000; 0.000100; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.254}
279; 0.000; 0.000140; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.253}
280; 0.000; 0.000186; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.705, max=0.253}
281; 0.000; 0.000065; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.252}
282; 0.000; 0.000128; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.252}
283; 0.000; 0.000116; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.254}
284; 0.000; 0.000050; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.250}
285; 0.000; 0.000060; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.251}
286; 0.000; 0.000198; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.250}
287; 0.000; 0.000035; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.703, max=0.250}
288; 0.000; 0.000081; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.250}
289; 0.000; 0.000059; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.701, max=0.251}
290; 0.000; 0.000072; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.250}
291; 0.000; 0.000032; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.702, max=0.249}
292; 0.000; 0.000058; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.701, max=0.249}
293; 0.000; 0.000029; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.249}
294; 0.000; 0.000021; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.701, max=0.248}
295; 0.000; 0.001385; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.702, max=0.249}
296; 0.000; 0.000110; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.701, max=0.220}
297; 0.000; 0.000078; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.248}
298; 0.000; 0.000064; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.701, max=0.253}
299; 0.000; 0.000042; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.699, max=0.252}
300; 0.000; 0.000035; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.254}
301; 0.000; 0.000022; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.250}
302; 0.000; 0.000053; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.699, max=0.251}
303; 0.000; 0.000035; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.699, max=0.251}
304; 0.000; 0.000042; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.699, max=0.251}
305; 0.000; 0.000024; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.699, max=0.250}
306; 0.000; 0.065220; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.699, max=0.250}
307; 0.000; 0.135759; 0.444444; 0.285714; 1.000000; {min=-1.000, max=0.444}; {min=-0.648, max=0.272}
308; 0.000; 0.004350; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.653, max=0.394}
309; 0.000; 0.003822; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.680, max=0.290}
310; 0.000; 0.001374; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.264}
311; 0.000; 0.000833; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.709, max=0.250}
312; 0.000; 0.000498; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.714, max=0.245}
313; 0.000; 0.000143; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.717, max=0.243}
314; 0.000; 0.000107; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.718, max=0.247}
315; 0.000; 0.000370; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.718, max=0.248}
316; 0.000; 0.000145; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.717, max=0.249}
317; 0.000; 0.000087; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.718, max=0.248}
318; 0.000; 0.000157; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.717, max=0.249}
319; 0.000; 0.000137; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.718, max=0.248}
320; 0.000; 0.000116; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
321; 0.000; 0.000084; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.249}
322; 0.000; 0.000050; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.249}
323; 0.000; 0.000021; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.722, max=0.250}
324; 0.000; 0.000039; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.250}
325; 0.000; 0.000030; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.250}
326; 0.000; 0.000022; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.248}
327; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.249}
328; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.722, max=0.249}
329; 0.000; 0.000022; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.249}
330; 0.000; 0.000010; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.249}
331; 0.000; 0.000011; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.249}
332; 0.000; 0.000013; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.248}
333; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.248}
334; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.248}
335; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.248}
336; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.248}
337; 0.000; 0.000011; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.248}
338; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.248}
339; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
340; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
341; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
342; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
343; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
344; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
345; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
346; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
347; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
348; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
349; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
350; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
351; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
352; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
353; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
354; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
355; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.721, max=0.247}
356; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
357; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
358; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
359; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
360; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
361; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
362; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
363; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
364; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
365; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
366; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
367; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
368; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
369; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
370; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
371; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
372; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
373; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
374; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
375; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
376; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.720, max=0.247}
377; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
378; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
379; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
380; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
381; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
382; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
383; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
384; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
385; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
386; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
387; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
388; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
389; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.719, max=0.247}
390; 0.000; 0.064199; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.719, max=0.247}
391; 0.000; 0.028288; 0.666667; 0.500000; 1.000000; {min=-1.000, max=0.353}; {min=-0.648, max=0.152}
392; 0.000; 0.007805; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.700, max=0.489}
393; 0.000; 0.002755; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.725, max=0.335}
394; 0.000; 0.001569; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.741, max=0.284}
395; 0.000; 0.000087; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.753, max=0.266}
396; 0.000; 0.000179; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.755, max=0.252}
397; 0.000; 0.000615; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.758, max=0.248}
398; 0.000; 0.000312; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.760, max=0.246}
399; 0.000; 0.000042; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.246}
400; 0.000; 0.000105; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.245}
