epoch;epsilon;loss;rougeF1;rougeRecall;rougePrecision;actual;pred
629; 0.000; 0.000008; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
630; 0.000; 0.000008; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
631; 0.000; 0.000006; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
632; 0.000; 0.000005; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
633; 0.000; 0.000010; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
634; 0.000; 0.000011; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.836, max=0.247}
635; 0.000; 0.000005; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
636; 0.000; 0.000006; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
637; 0.000; 0.000003; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
638; 0.000; 0.000189; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.248}
639; 0.000; 0.000027; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.224}
640; 0.000; 0.000008; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.244}
641; 0.000; 0.000005; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
642; 0.000; 0.000005; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.246}
643; 0.000; 0.000006; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.247}; {min=-0.837, max=0.247}
644; 0.000; 0.073277; 0.714286; 0.714286; 0.714286; {min=-1.119, max=0.247}; {min=-0.837, max=0.246}
645; 0.000; 0.008207; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.837, max=0.200}
646; 0.000; 0.002170; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.818, max=0.239}
647; 0.000; 0.002616; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.806, max=0.264}
648; 0.000; 0.000997; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.799, max=0.271}
649; 0.000; 0.001029; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.798, max=0.275}
650; 0.000; 0.001388; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.795, max=0.284}
651; 0.000; 0.141339; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.795, max=0.276}
652; 0.000; 0.004681; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.715, max=0.335}
653; 0.000; 0.004761; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.737, max=0.280}
654; 0.000; 0.002305; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.753, max=0.274}
655; 0.000; 0.001794; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.276}
656; 0.000; 0.001245; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.770, max=0.274}
657; 0.000; 0.000853; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.773, max=0.277}
658; 0.000; 0.000681; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.775, max=0.274}
659; 0.000; 0.000605; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.274}
660; 0.000; 0.000572; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.274}
661; 0.000; 0.000511; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.275}
662; 0.000; 0.000532; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.271}
663; 0.000; 0.000180; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.271}
664; 0.000; 0.000318; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.268}
665; 0.000; 0.000232; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.267}
666; 0.000; 0.000319; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.265}
667; 0.000; 0.000294; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.265}
668; 0.000; 0.000366; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.264}
669; 0.000; 0.000103; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.261}
670; 0.000; 0.000202; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.258}
671; 0.000; 0.000145; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.268}
672; 0.000; 0.074569; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.788, max=0.267}
673; 0.000; 0.002946; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.729, max=0.280}
674; 0.000; 0.202969; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.744, max=0.263}
675; 0.000; 0.003730; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.711, max=0.282}
676; 0.000; 0.000250; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.732, max=0.256}
677; 0.000; 0.003016; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.742, max=0.259}
678; 0.000; 0.001425; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.752, max=0.258}
679; 0.000; 0.002228; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.755, max=0.259}
680; 0.000; 0.003127; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.758, max=0.254}
681; 0.000; 0.000189; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.256}
682; 0.000; 0.001082; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.767, max=0.255}
683; 0.000; 0.000530; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.770, max=0.255}
684; 0.000; 0.000444; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.255}
685; 0.000; 0.000322; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.773, max=0.253}
686; 0.000; 0.000516; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.255}
687; 0.000; 0.000329; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.777, max=0.255}
688; 0.000; 0.000364; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.253}
689; 0.000; 0.000151; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.251}
690; 0.000; 0.000114; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.251}
691; 0.000; 0.000099; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.253}
692; 0.000; 0.000075; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.252}
693; 0.000; 0.000078; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.252}
694; 0.000; 0.000030; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.253}
695; 0.000; 0.000040; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.251}
696; 0.000; 0.000023; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.251}
697; 0.000; 0.000020; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.250}
698; 0.000; 0.000016; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.249}
699; 0.000; 0.000014; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.249}
700; 0.000; 0.055661; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.480}; {min=-0.785, max=0.249}
701; 0.000; 0.000744; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.755, max=0.249}
702; 0.000; 0.000563; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.768, max=0.249}
703; 0.000; 0.000293; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.249}
704; 0.000; 0.000094; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.776, max=0.249}
705; 0.000; 0.000191; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.249}
706; 0.000; 0.000040; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.248}
707; 0.000; 0.000031; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.248}
708; 0.000; 0.000043; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.248}
709; 0.000; 0.000017; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.248}
710; 0.000; 0.000017; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.248}
711; 0.000; 0.000014; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.248}
712; 0.000; 0.085938; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.784, max=0.248}
713; 0.000; 0.001416; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.753, max=0.248}
714; 0.000; 0.000397; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.760, max=0.248}
715; 0.000; 0.000774; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.767, max=0.248}
716; 0.000; 0.000687; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.248}
717; 0.000; 0.000183; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.247}
718; 0.000; 0.000120; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.775, max=0.247}
719; 0.000; 0.000235; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.776, max=0.247}
720; 0.000; 0.000009; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
721; 0.000; 0.000110; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.247}
722; 0.000; 0.000058; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
723; 0.000; 0.000111; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
724; 0.000; 0.000030; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
725; 0.000; 0.000010; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
726; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
727; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
728; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
729; 0.000; 0.000005; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
730; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
731; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
732; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
733; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
734; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
735; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
736; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
737; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
738; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
739; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
740; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
741; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
742; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
743; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
744; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
745; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
746; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
747; 0.000; 0.000147; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.247}
748; 0.000; 0.000132; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.247}
749; 0.000; 0.000054; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.778, max=0.247}
750; 0.000; 0.000028; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.781, max=0.247}
751; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
752; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
753; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.247}
754; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
755; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
756; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
757; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
758; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
759; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
760; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
761; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
762; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
763; 0.000; 0.009842; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.282}; {min=-0.785, max=0.247}
764; 0.000; 0.000596; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.737, max=0.256}
765; 0.000; 0.000384; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.763, max=0.247}
766; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.775, max=0.247}
767; 0.000; 0.000143; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.774, max=0.247}
768; 0.000; 0.000046; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.779, max=0.247}
769; 0.000; 0.000024; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.780, max=0.247}
770; 0.000; 0.000017; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
771; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
772; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.247}
773; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.782, max=0.248}
774; 0.000; 0.000012; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.244}
775; 0.000; 0.000022; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.245}
776; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.783, max=0.252}
777; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
778; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
779; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
780; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
781; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.250}
782; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
783; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
784; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.246}
785; 0.000; 0.000002; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.249}
786; 0.000; 0.000128; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.250}
787; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.222}
788; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.245}
789; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
790; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.246}
791; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.248}
792; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
793; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
794; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
795; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
796; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
797; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.248}
798; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.248}
799; 0.000; 0.000323; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.241}
800; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.254}
801; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.250}
802; 0.000; 0.000001; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.246}
803; 0.000; 0.000004; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.246}
804; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.251}
805; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
806; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
807; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.784, max=0.247}
808; 0.000; 0.201875; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.784, max=0.247}
809; 0.000; 0.017392; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.704, max=0.318}
810; 0.000; 0.003696; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.723, max=0.260}
811; 0.000; 0.000000; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.741, max=0.247}
812; 0.000; 0.000018; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.747, max=0.246}
813; 0.000; 0.000742; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.752, max=0.249}
814; 0.000; 0.000573; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.758, max=0.247}
815; 0.000; 0.001027; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.249}
816; 0.000; 0.000428; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.767, max=0.244}
817; 0.000; 0.000683; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.768, max=0.248}
818; 0.000; 0.000334; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.771, max=0.247}
819; 0.000; 0.000491; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.247}
820; 0.000; 0.000173; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.772, max=0.247}
821; 0.000; 0.350822; 0.833333; 0.714286; 1.000000; {min=-1.000, max=0.247}; {min=-0.773, max=0.247}
822; 0.000; 0.002357; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.828, max=0.250}
823; 0.000; 0.001095; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.818, max=0.243}
824; 0.000; 0.000527; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.809, max=0.250}
825; 0.000; 0.000930; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.802, max=0.242}
826; 0.000; 0.000398; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.798, max=0.267}
827; 0.000; 0.000267; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.796, max=0.251}
828; 0.000; 0.000159; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.794, max=0.246}
829; 0.000; 0.000187; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.791, max=0.249}
830; 0.000; 0.000008; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.790, max=0.247}
831; 0.000; 0.000046; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.789, max=0.247}
832; 0.000; 0.000096; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.789, max=0.247}
833; 0.000; 0.000012; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.788, max=0.247}
834; 0.000; 0.000064; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.246}
835; 0.000; 0.000149; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.249}
836; 0.000; 0.000043; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.787, max=0.219}
837; 0.000; 0.000016; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.242}
838; 0.000; 0.000010; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.786, max=0.249}
839; 0.000; 0.000010; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
840; 0.000; 0.000007; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
841; 0.000; 0.000011; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
842; 0.000; 0.000006; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
843; 0.000; 0.000003; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.785, max=0.247}
844; 0.000; 0.289632; 0.833333; 0.714286; 1.000000; {min=-0.647, max=1.000}; {min=-0.785, max=0.247}
845; 0.000; 0.013270; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.711, max=0.316}
846; 0.000; 0.004144; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.728, max=0.272}
847; 0.000; 0.002936; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.738, max=0.245}
848; 0.000; 0.001182; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.745, max=0.255}
849; 0.000; 0.003514; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.751, max=0.251}
850; 0.000; 0.001211; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.761, max=0.249}
851; 0.000; 0.000534; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.764, max=0.250}
852; 0.000; 0.000440; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.767, max=0.248}
853; 0.000; 0.335541; 0.833333; 0.714286; 1.000000; {min=-1.000, max=0.247}; {min=-0.770, max=0.247}
854; 0.000; 0.002218; 0.714286; 0.714286; 0.714286; {min=-0.647, max=0.214}; {min=-0.832, max=0.248}
855; 0.000; 0.002383; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.825, max=0.202}
856; 0.000; 0.002471; 0.833333; 0.714286; 1.000000; {min=-0.647, max=0.247}; {min=-0.816, max=0.235}
